"名称","No","説明","備考","ファイル名（1枚目）","ファイル名（２枚目）","ファイル名（３枚目）","経度","緯度","分類"
"色川神社と緑青の崖","915","円満地公園から太田川に沿って、県道Ｒ45を約0.5km北上した道沿いにあります。川の対岸に高さ40mほどの切り立った岩壁があり、古くはこの岩をご神体としてお祀りしていたと伝えられています。後に川の神、深瀬明神をお祀りするようになったとか、京都の深草より勧請されて深草神社と呼ばれるようになったとか伝えられていますが、色川地区の総氏神であったようです。大正３年に、村内各地の神社を合祀して、色川神社と改称されました。<br>県道を挟んで、神社の向かいのコンクリート吹きつけの崖に大変興味深いものが見られます。水が流れた跡に緑色の緑青がはっきりと確認できます。色川はかつて銅の産地として知られていました。すぐ近くの円満地公園オートキャンプ場も、1972年に閉山した鉱山跡地です。(2011.7.21)","","https://v009.www2.wagmap.jp/wakayamaken/wakayamaken/Content/images/plugin/photo/915.jpg","https://v009.www2.wagmap.jp/wakayamaken/wakayamaken/Content/images/plugin/photo/915_1.jpg","https://v009.www2.wagmap.jp/wakayamaken/wakayamaken/Content/images/plugin/photo/915_2.jpg","135.854261999977","33.666746999838","きのくに風景讃歌"
"夫婦波と恋人岬","916","道の駅「イノブータンランドすさみ」からさらに国道を南下した海沿いに、恋人岬はあります。ここからは、目の前に「陸の黒島」、少し沖に「沖の黒島」を望むことができます。<br>沖からの激しい海流が陸の黒島に当たり、真っ二つに裂けて再び波が一緒になります。その様子を夫婦波と呼び枯木灘の奇観となっています。<br>沖の黒島の西側には、昔熊野水軍が財宝を隠したという伝説のあるガマと呼ばれる洞窟があります。(2006.3.31)<br>「沖の黒島」と「陸の黒島」を同一画面に入れて撮影しました。(2011.7.21)","","https://v009.www2.wagmap.jp/wakayamaken/wakayamaken/Content/images/plugin/photo/916.jpg","https://v009.www2.wagmap.jp/wakayamaken/wakayamaken/Content/images/plugin/photo/916_1.jpg","","135.559831000059","33.5138299998546","きのくに風景讃歌"
"惣福寺のムクロジ","917","惣福寺の本堂前には立派なムクロジの木があります。ムクロジは中国では「無患子」と書くことから、心身健康で患うことがないとされ信仰されています。<br>惣福寺にはムクロジの実を納めた健康のお守りがあります。ムクロジにそっと触れ健康祈願をしてみてはいかがでしょうか。(2011.7.21)","","https://v009.www2.wagmap.jp/wakayamaken/wakayamaken/Content/images/plugin/photo/917.jpg","","","135.418338999951","34.1427819999312","きのくに風景讃歌"
"色川の棚田","918","那智勝浦町色川地区は、「那智の滝」や「那智大社」の世界遺産に登録された地域のすぐ西に位置する山岳地帯です。山林が大半を占め、谷合には山の上から下まで階段状に造られた棚田が特徴的な景観を構成していました。平成６年には農林水産省の「美しい日本のむら景観コンテスト」で「むらづくり対策推進本部長賞」に選ばれています。<br>その後、過疎高齢化が進み、放棄された耕作地が増えて棚田の景観が次第に損なわれてきました。ところが、最近都会から自然に囲まれた生活にあこがれて入植する人が増え、棚田を守ろうとする活動が生まれてきました。色川には、大野、小阪、南平野にそれぞれ大規模な棚田が見られますが、小阪地区は、地元の有志が集まり「棚田を守ろう会」を結成、休耕田を耕して棚田の復元に努めています。(2011.7.22)","","https://v009.www2.wagmap.jp/wakayamaken/wakayamaken/Content/images/plugin/photo/918.jpg","https://v009.www2.wagmap.jp/wakayamaken/wakayamaken/Content/images/plugin/photo/918_1.jpg","https://v009.www2.wagmap.jp/wakayamaken/wakayamaken/Content/images/plugin/photo/918_2.jpg","135.871996999938","33.6579599998865","きのくに風景讃歌"
"高津子山展望台","919","高津子山展望台は標高136ｍの「高津子(たかづし)山」山頂に南海電気鉄道が設置した、外観が木製の展望台です。360゜の視界に、北～東は和歌山市街、南は和歌浦湾、西は紀伊水道が一望できます。<br>かつて、この山頂には回転展望台がありました。昭和35年(1960年)に海岸通りのホテル「萬波」の近くから山頂までを結ぶ「新和歌浦ロープウエー」が完成し、山頂の回転展望台とともに和歌浦観光の中心としてとても賑わいました。しかし平成９年(1997年)、観光客の減少により廃止されました。<br>現在の展望台は平成11年に建設されたものです。山頂は「和歌山県朝日夕陽百選」に選定されていて、桜の名所としても知られています。手軽に登山ができるので、休日にはハイカーで賑わっています。海岸通りの萬波方面からの登山道の途中には「山田猪三郎顕彰碑」が建っています。東の和歌浦天満宮方面からの登山道もあります。<br>この高津子山は別名「章魚頭姿山(たこずしやま)」とも呼ばれています。海から見るとその姿がタコの頭のように見えるところから名付けられたそうですが、「紀伊続風土記」にも「蛸頭子(たこずし)」の名前が登場します。国土地理院の２万５千分の一の地図には「章魚頭姿山」と書かれています。(2011.7.25)","","https://v009.www2.wagmap.jp/wakayamaken/wakayamaken/Content/images/plugin/photo/919.jpg","https://v009.www2.wagmap.jp/wakayamaken/wakayamaken/Content/images/plugin/photo/919_1.jpg","https://v009.www2.wagmap.jp/wakayamaken/wakayamaken/Content/images/plugin/photo/919_2.jpg","135.156018999908","34.1880919999609","きのくに風景讃歌"
"達磨石渓谷","920","「紀の国の名水50選」と「和歌山の親しめる水辺66」に選定されている達磨石渓谷は四季折々にの美しい渓谷を楽しめます。<br>川の中には達磨大師が祀られていたといわれる巨岩があり、岩自体も巨大なだるまに見え目を引きます。<br>初夏にはホタルが乱舞し、昼とは違う趣を見せてくれます。(2011.07.26)","","https://v009.www2.wagmap.jp/wakayamaken/wakayamaken/Content/images/plugin/photo/920.jpg","","","135.42889600004","34.1359629999112","きのくに風景讃歌"
"木積川渡井(こづみがわとい)","921","紀の川の北岸の灌漑用水では、橋本市高野口町の取水口から岩出市に至る約33kmに及ぶ小田井灌漑用水路が有名です。18世紀初頭に紀州藩の命を受けた大畑才蔵により造られました。<br>木積川渡井は、紀の川市と岩出市との境を流れる木積川を越えるところに架けられた水路橋です。当初は木製の橋でしたが、大正３年(1914)にレンガ造りのアーチ式の橋として完成しました。イギリス積みが使われています。長さは６ｍ、橋幅は3.8ｍです。小田井灌漑用水路には、他にも、龍之渡井(紀の川市)、小庭谷川渡井(かつらぎ町)があり、共に国の登録有形文化財に指定されています。(2011.7.27)","","https://v009.www2.wagmap.jp/wakayamaken/wakayamaken/Content/images/plugin/photo/921.jpg","https://v009.www2.wagmap.jp/wakayamaken/wakayamaken/Content/images/plugin/photo/921_1.jpg","https://v009.www2.wagmap.jp/wakayamaken/wakayamaken/Content/images/plugin/photo/921_2.jpg","135.334741999976","34.2729239998894","きのくに風景讃歌"
"玉川峡","922","玉川峡は高野山系から流れる清流で高野町、橋本市、九度山町を経て紀ノ川に合流します。<br>空海が高野山開創の際に周辺を通りかかった伝説が河川の集落に残っています。<br>大阪府から近いこともあり、夏場は多くの涼を求める人が集います。 (2011.07.28)","","https://v009.www2.wagmap.jp/wakayamaken/wakayamaken/Content/images/plugin/photo/922.jpg","https://v009.www2.wagmap.jp/wakayamaken/wakayamaken/Content/images/plugin/photo/922_1.jpg","https://v009.www2.wagmap.jp/wakayamaken/wakayamaken/Content/images/plugin/photo/922_2.jpg","135.651368999944","34.2525339999812","きのくに風景讃歌"
"恋し野の里・あじさい園","923","橋本市、恋野地区の南斜面にあるあじさい園です。<br>地区の有志により栽培がはじまり、現在では約６千株に及ぶあじさいが栽培され、梅雨時期には色鮮やかなあじさいを見ることができます。また６月末にはまつりが開催されます。  (2011.07.28)","< 料金 > 無料<BR>< 定休日 > 無<BR>< 駐車場 > あり　無料","https://v009.www2.wagmap.jp/wakayamaken/wakayamaken/Content/images/plugin/photo/923.jpg","https://v009.www2.wagmap.jp/wakayamaken/wakayamaken/Content/images/plugin/photo/923_1.jpg","https://v009.www2.wagmap.jp/wakayamaken/wakayamaken/Content/images/plugin/photo/923_2.jpg","135.664458000044","34.3160769998356","きのくに風景讃歌"
"蛇岩神社","924","蛇岩神社は深い山の中にありますが、ご利益があり願いがかなうとして訪れる人が後を絶ちません。<br>昔この地を歩いていた僧が黄金色の蛇が道にいるのをみつけたが気にもとめずまたいで通り過ぎたため、蛇は礼儀がないと怒り瞬く間に火をはく大蛇に変わってしまったそうです。僧は驚き慌てて非礼を謝ると、蛇は姿を消し怒りを鎮められました。僧はその後大きな岩を蛇岩として祀り、人々に信仰されるようになりました。この僧は弘法大師であったとされています。<br>現在もたくさんの人に信仰され、生卵に願い事と名前を書いてお供えすると成就するといわれています。<br>蛇岩の大きさもさることながら静かな山中と、あまり日の光が入らない薄暗さが何とも神秘的です。(2011.07.28)","< 駐車場 > あり（無料）","https://v009.www2.wagmap.jp/wakayamaken/wakayamaken/Content/images/plugin/photo/924.jpg","","","135.376967999973","34.1237420000012","きのくに風景讃歌"
